Timestamp,Gender,Location,Age,Qualification_completed,field_of_study,Purpose_for_chilla,Research/Working experience (Float/Int) years,Age (years)-Float/Int,What are you?,Location coordinates (latitude)-Float,Location coordinates (longitude) (float),Blood group ,Which mobile sim do you use,Prepaid or Postpaid,Which PC are you using?,Your Weight in kg? (float),Height in cm? Freelancer- (Float),Do you wear glasses?,When did you write your first line of code?,Your favorite programming language?,Marital Status?,"How many hours you code a day? (int) e.g: 5,4,3",Are you Vaccinated?,Light kitni der band hti hy? int,Where do you live?
1/4/2022 18:05,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,4,28,Employed,31.52,74.35,B+,Mobilink,Prepaid,Apna Laptop,79,5.11,No,>3 years ago,Python,Yes,0,Yes,0,Urbun
1/4/2022 18:05,Male,Pakistan,26-30,Masters,Biology,to boost my skill set,5,27,Student,35.2227,72.4258,O+,Telenor,Prepaid,Apna Laptop,55.5,176.7,No,>3 years ago,Python,No,1,Yes,0,Rural
1/4/2022 18:05,Male,West,26-30,Masters,Natural Sciences,to boost my skill set,1.2,28.11,Student,40.12 N,9.0 E,A+,International,Prepaid,Apna Laptop,68.3,175.1,No,<3 years ago,Python,No,5,No,0,International
1/4/2022 18:05,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,4.5,32.8,Employed,24.904577,67.187405,A+,Mobilink,Prepaid,Desktop,88.4,180.34,Yes,In this chilla,C++,Yes,2,Yes,0,Urbun
1/4/2022 18:05,Male,Pakistan,21-25,Bachelors,CS/IT,Switch my field of study,0,25,Student,31.5204,74.358,B+,U-fone,Prepaid,Apna Laptop,84,174,Yes,>3 years ago,Python,No,1,Yes,4,Urbun
1/4/2022 18:05,Male,Pakistan,26-30,Masters,Enginnering,Switch my field of study,1.5,26.5,Student,33.5721,73.149,O+,U-fone,Postpaid,Desktop,82.5,160.02,Yes,In this chilla,Python,No,5,Yes,0,Urbun
1/4/2022 18:05,Male,Pakistan,41-45,Masters,Natural Sciences,Abhi tak pata nahi,2,40,Employed,31.5204,74.3587,O+,Mobilink,Prepaid,Apna Laptop,83.5,175.5,No,<3 years ago,Python,Yes,1,Yes,3,Urbun
1/4/2022 18:05,Male,Pakistan,41-45,Masters,Natural Sciences,to boost my skill set,17,42,Employed,35.57424,73.12677,O+,Mobilink,Postpaid,Apna Laptop,90,179,Yes,In this chilla,Others,Yes,1,Yes,20,Urbun
1/4/2022 18:05,Male,West,26-30,Masters,Natural Sciences,to boost my skill set,2.5,29,Student,59.6864,10.793,B+,International,Postpaid,Apna Laptop,77.5,171.5,No,<3 years ago,Python,Yes,2,Yes,0,International
1/4/2022 18:05,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,0,90,Unemplyed,30.46,70.96,AB+,Mobilink,Prepaid,Apna Laptop,90,1.4,No,In this chilla,Python,No,4,Yes,5,Rural
1/4/2022 18:05,Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,1.5 years,23,Unemplyed,zyx,xyz,O+,Telenor,Prepaid,Apna Laptop,67.9,17,Yes,>3 years ago,C++,No,1.5,Yes,nahi jati Alhamdulillah,Urbun
1/4/2022 18:05,Male,Pakistan,21-25,Pre-Bachelors,Software Eng.,to boost my skill set,0,21,Student,32.564958,74.074111,A-,Zong,Prepaid,Apna Laptop,71.5,170.688,Yes,>3 years ago,Javascript,No,6,Yes,4,Urbun
1/4/2022 18:05,Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,0.6,25,Student,24.611198,46.388911,O+,International,Prepaid,Apna Laptop,76,176,Yes,<3 years ago,Python,No,1,Yes,0,International
1/4/2022 18:05,Male,Pakistan,16-20,Pre-Bachelors,Enginnering,Switch my field of study,0,20,Employed,33.7827249,72.7270802,A+,Mobilink,Prepaid,Desktop,48.0 Kg,155.0 Cm,No,In this chilla,Python,No,2,Yes,0,Urbun
1/4/2022 18:05,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,3.5,26.11,Employed,34.3313°,73.1980°,B+,Zong,Prepaid,Apna Laptop,76,60.6,No,>3 years ago,Python,No,4,Yes,3,Urbun
1/4/2022 18:05,Female,Pakistan,21-25,Masters,Biology,to boost my skill set,1.5,24,Student,14.6,10.3,AB+,Mobilink,Prepaid,Apna Laptop,42.6,40.3,Yes,In this chilla,Python,No,5,Yes,5,Urbun
1/4/2022 18:05,Female,Pakistan,41-45,Masters,Enginnering,to boost my skill set,4,43,Employed,27,77,B+,Mobilink,Prepaid,Apna Laptop,70,1615,Yes,>3 years ago,C++,Yes,1,Yes,4,Rural
1/4/2022 18:05,Female,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,3,24,Employed,17.38714,78.491684,O+,Mobilink,Prepaid,Apna Laptop,48,152.4,Yes,In this chilla,Python,No,4,Yes,12,Urbun
1/4/2022 18:05,Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,1.5,22.6,Student,35.2227,72.4258,A+,Telenor,Prepaid,Apna Laptop,67.4,172,No,>3 years ago,Python,No,3,Yes,12:00,Urbun
1/4/2022 18:05,Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,2,27,Unemplyed,34.1682,71.7504,B+,Zong,Prepaid,Apna Laptop,54,165,No,>3 years ago,Python,No,1,Yes,8,Urbun
1/4/2022 18:05,Male,Pakistan,21-25,Bachelors,Enginnering,Switch my field of study,1,24,Student,31.579646,74.354349,B+,U-fone,Prepaid,Apna Laptop,60.5,179.832,No,In this chilla,Python,No,2,Yes,0,Rural
1/4/2022 18:05,Male,East,26-30,PhD,Business/Economics,to boost my skill set,4,27,Student,34.24140488,108.9749747,A+,International,Prepaid,Desktop,104.5,1.73,Yes,In this chilla,Python,Yes,2,Yes,0,International
1/4/2022 18:05,Female,Pakistan,26-30,Masters,Enginnering,to boost my skill set,1,26,Unemplyed,30.3,73.3,B+,Telenor,Prepaid,Apna Laptop,55,154,Yes,In this chilla,Javascript,No,3,Yes,5,Rural
1/4/2022 18:05,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,6.5,29.25,Student,32.08,72.69,O-,Mobilink,Postpaid,Apna Laptop,93.5,168.5,No,>3 years ago,Python,Yes,3,Yes,1,Urbun
1/4/2022 18:05,Male,Pakistan,26-30,Masters,Biology,to boost my skill set,2.5,26,Student,33.6938118,73.0651511,A+,U-fone,Prepaid,Apna Laptop,106.05,177.78,Yes,In this chilla,Python,No,2,Yes,0,Urbun
1/4/2022 18:05,Male,Pakistan,41-45,Masters,Natural Sciences,to boost my skill set,13,41,Employed,33.5651,73.0169,B+,U-fone,Prepaid,Kisi ka laptop,97,164.592,No,>3 years ago,Others,Yes,4,Yes,1,Rural
1/4/2022 18:05,Male,Pakistan,36-40,PhD,Enginnering,to boost my skill set,10,37,Unemplyed,30.791,72.2393,O+,Mobilink,Prepaid,Apna Laptop,77,167.64,Yes,>3 years ago,Python,Yes,2,Yes,2,Rural
1/4/2022 18:05,Male,Pakistan,26-30,Masters,Mathematics,Switch my field of study,3.8,30,Student,31.573819,74.379855,B+,Mobilink,Prepaid,Apna Laptop,79.5,5.9,No,>3 years ago,Python,Yes,2,Yes,1,Rural
1/4/2022 18:05,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,5,29,Employed,34.03,73.14,B+,Zong,Prepaid,Apna Laptop,80,180,Yes,<3 years ago,Python,No,3,Yes,0,Rural
1/4/2022 18:05,Male,Pakistan,26-30,Bachelors,Enginnering,Switch my field of study,1,29,Employed,24.860735,67.001137,AB+,Mobilink,Prepaid,Apna Laptop,74,182.88,No,>3 years ago,Python,No,2,Yes,3,Urbun
1/4/2022 18:05,Male,Pakistan,36-40,Pre-Bachelors,Others,Abhi tak pata nahi,0,don't understand,Unemplyed,karachi,karachi,O+,Mobilink,Prepaid,Desktop,75,5.6,Yes,In this chilla,Python,Yes,0.01,No,0,Urbun
1/4/2022 18:05,Male,Pakistan,26-30,Masters,Natural Sciences,Switch my field of study,1,29,Unemplyed,34.1448298,73.2142212,B+,Zong,Postpaid,Apna Laptop,75.6,155.4,No,In this chilla,Python,Yes,2,Yes,1,Urbun
1/4/2022 18:05,Male,West,41-45,Masters,CS/IT,to boost my skill set,20,43,Employed,16.9228,42.5584,B+,International,Prepaid,Apna Laptop,82.5,182.5,Yes,>3 years ago,Others,Yes,1,Yes,0,International
1/4/2022 18:05,Male,Pakistan,41-45,Masters,CS/IT,to boost my skill set,20.5,44.8,Employed,33.5834311,73.035718,B+,Mobilink,Prepaid,Apna Laptop,70.5,1.76,Yes,<3 years ago,Python,Yes,1,Yes,3,Urbun
1/4/2022 18:05,Female,Pakistan,26-30,Masters,Others,Switch my field of study,image classification and segmentation,27.5,Student,1,1,B+,Telenor,Prepaid,Apna Laptop,56,5.4,No,In this chilla,Python,No,3,Yes,4,Rural
1/4/2022 18:05,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,0,25,Student,30.9709,72.4826,B+,Mobilink,Prepaid,Apna Laptop,86,174,No,>3 years ago,Python,No,3,Yes,2,Rural
1/4/2022 18:05,Female,Pakistan,21-25,Bachelors,Software Eng.,to boost my skill set,0,23,Unemplyed,29.418068,71.670685,AB+,Telenor,Prepaid,Apna Laptop,41.2,12.446,No,>3 years ago,Python,No,2,Yes,2,Rural
1/4/2022 18:05,Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,1.3,30,Unemplyed,33.5651,73.0169,B+,Mobilink,Prepaid,Kisi ka laptop,61,169,Yes,>3 years ago,Python,No,5,Yes,",1",Urbun
1/4/2022 18:05,Male,Pakistan,21-25,Pre-Bachelors,Enginnering,Awen,0,21,Student,33.5651,73.0169,O+,Mobilink,Prepaid,Apna Laptop,59,163.5,No,<3 years ago,C++,No,1,Yes,2,Urbun
1/4/2022 18:05,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,1,26,Employed,34.8669,71.9537,O+,Telenor,Prepaid,Apna Laptop,75.5,182.28,No,<3 years ago,Python,Yes,2,Yes,3,Rural
1/4/2022 18:05,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,1,27,Student,37.5,23.5,AB+,Zong,Prepaid,Apna Laptop,61.5,45.5,No,In this chilla,Python,No,4,Yes,5,Urbun
1/4/2022 18:05,Male,Pakistan,36-40,Masters,CS/IT,to boost my skill set,No,39.5,Employed,455678.45,456785.67,O+,U-fone,Prepaid,Apna Laptop,54.3,44.5,Yes,In this chilla,Python,Yes,3,Yes,5,International
1/4/2022 18:05,Male,Pakistan,31-35,PhD,Natural Sciences,to boost my skill set,1.5,30.5,Unemplyed,31.418715,73.079109,O+,Mobilink,Prepaid,Apna Laptop,89.5,155.44,No,In this chilla,Python,No,4,Yes,2,Urbun
1/4/2022 18:05,Male,Pakistan,31-35,Bachelors,CS/IT,to boost my skill set,2,2,Employed,31.4696,74.2728,AB-,Zong,Prepaid,Apna Laptop,70,64,No,<3 years ago,Python,No,1,Yes,0,Urbun
1/4/2022 18:05,Male,West,16-20,Pre-Bachelors,Mathematics,to boost my skill set,0,19,Student,27.563993,68.215134,O+,Zong,Prepaid,Apna Laptop,55.2,167.64,No,In this chilla,Python,No,8,Yes,8,Rural
1/4/2022 18:05,Female,East,26-30,Masters,Business/Economics,Switch my field of study,2.3,30,Student,4.2105,101.97,B-,International,Prepaid,Apna Laptop,56.9,165,Yes,In this chilla,Python,No,4,Yes,0,International
1/4/2022 18:05,Male,Pakistan,26-30,Masters,CS/IT,to boost my skill set,0,29,Unemplyed,Pakistan,Pakistan,B-,Mobilink,Prepaid,Apna Laptop,69,0,No,In this chilla,Python,No,5,Yes,0,Urbun
1/4/2022 18:05,Female,Pakistan,26-30,Masters,Biology,to boost my skill set,5.9,29,Student,67,24.8,AB+,Mobilink,Prepaid,Apna Laptop,56.5,170.688,Yes,In this chilla,Python,No,4,Yes,0,Urbun
1/4/2022 18:05,Female,Pakistan,26-30,Masters,Mathematics,to boost my skill set,2 years,29,Student,33.783184,72.723076,A+,Telenor,Prepaid,Apna Laptop,50.2,173.7,No,<3 years ago,Python,No,1 hour,Yes,0,Urbun
1/4/2022 18:05,Male,West,21-25,Bachelors,Enginnering,to boost my skill set,2,25,Student,53.1435,8.2146,B+,International,Prepaid,Apna Laptop,52.27,171.5,No,>3 years ago,Python,No,7,Yes,24,International
1/4/2022 18:05,Male,Pakistan,31-35,Bachelors,CS/IT,Switch my field of study,No,Int,Student,23,25,O+,Telenor,Prepaid,Apna Laptop,60,32,No,<3 years ago,Python,Yes,3,Yes,2,Rural
1/4/2022 18:06,Male,Pakistan,26-30,PhD,Mathematics,Switch my field of study,4,27,Student,33.73,73.08,B+,Zong,Prepaid,Apna Laptop,65.21,1.74,Yes,>3 years ago,Python,Yes,5,Yes,7,Urbun
1/4/2022 18:06,Male,Pakistan,21-25,Masters,Biology,to boost my skill set,2,24,Unemplyed,"35.0727960,",72.4271291,B+,Telenor,Prepaid,Apna Laptop,54,5.6,Yes,In this chilla,Python,No,1,Yes,2-3 hrs,Urbun
1/4/2022 18:06,Male,Pakistan,21-25,Bachelors,Enginnering,Switch my field of study,0,24,Student,30.37532,69.345116,A+,Zong,Prepaid,Apna Laptop,65,170.18,No,In this chilla,Python,No,2,Yes,1,Urbun
1/4/2022 18:06,Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,2,26,Employed,31.54,74.34,O+,Mobilink,Prepaid,Apna Laptop,68,161.544,No,>3 years ago,Python,No,2,Yes,18,Rural
1/4/2022 18:06,Male,Pakistan,21-25,Masters,Enginnering,to boost my skill set,1,25,Unemplyed,33.626057,73.071442,O+,Mobilink,Prepaid,Apna Laptop,68,167.64,Yes,<3 years ago,Python,No,3,Yes,0,Rural
1/4/2022 18:06,Male,Pakistan,31-35,PhD,Others,to boost my skill set,5.5,31.2,Employed,34.0151,71.5249,B+,Zong,Prepaid,Apna Laptop,72,162,No,In this chilla,Python,Yes,1,Yes,8 hours,Urbun
1/4/2022 18:06,Male,Pakistan,46-60,Bachelors,CS/IT,to boost my skill set,20,51,Unemplyed,24.8607 N,67.0011 E,O+,Mobilink,Prepaid,Apna Laptop,70.5,170.18,No,<3 years ago,Python,Yes,4,No,0,Urbun
1/4/2022 18:06,Female,Pakistan,26-30,Masters,Enginnering,Switch my field of study,5,28,Employed,G8H6,5R,AB+,U-fone,Prepaid,Apna Laptop,46,162.56,Yes,<3 years ago,Python,No,2,Yes,2,Urbun
1/4/2022 18:06,Male,West,31-35,Masters,Business/Economics,to boost my skill set,8.5,34.25,Employed,42.042297,-87.88932,O+,International,Postpaid,Apna Laptop,82.27,177,No,<3 years ago,Python,Yes,3,Yes,0,International
1/4/2022 18:06,Female,West,26-30,Masters,Others,Switch my field of study,nil,27,Unemplyed,don't know,don't know,A+,Zong,Prepaid,Kisi ka laptop,57,don not know,No,In this chilla,Others,Yes,4,Yes,0,International
1/4/2022 18:06,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,5,33,Unemplyed,34.20004,72.03998,A-,U-fone,Prepaid,Apna Laptop,101.5,179,Yes,<3 years ago,R,Yes,1,Yes,8,Rural
1/4/2022 18:06,Male,Pakistan,21-25,Masters,CS/IT,to boost my skill set,Int 2,Float 23.5,Employed,34.015137,71.524918,A+,Mobilink,Prepaid,Apna Laptop,Float 94.5,6.1,No,>3 years ago,Python,No,Into 5,Yes,Int 1,Urbun
1/4/2022 18:06,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,4.5,26,Employed,27.2046,77.4977,B+,Mobilink,Postpaid,Apna Laptop,86.5,185.92,Yes,<3 years ago,Python,Yes,1,Yes,1,Urbun
1/4/2022 18:06,Female,Pakistan,31-35,PhD,Biology,to boost my skill set,0.5,31.8,Unemplyed,34.3313° N,73.1980° E,B+,U-fone,Prepaid,Apna Laptop,65.5,167.64,No,In this chilla,Python,No,4,Yes,3,Urbun
1/4/2022 18:06,Female,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,0,23,Unemplyed,24.95,67.002068,A+,Telenor,Prepaid,Apna Laptop,62,173.736,No,In this chilla,Python,No,8,No,6,Urbun
1/4/2022 18:06,Female,Pakistan,21-25,Bachelors,Biology,Switch my field of study,2,25,Student,31.5204,74.3587,A+,Zong,Prepaid,Apna Laptop,43,154.6,Yes,In this chilla,Python,No,4,Yes,3,Urbun
1/4/2022 18:06,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,2,27,Student,24.740065,69.80043,B+,U-fone,Postpaid,Apna Laptop,63.5,175.5,No,In this chilla,Python,No,4,Yes,4,Rural
1/4/2022 18:06,Female,Pakistan,26-30,Bachelors,Software Eng.,to boost my skill set,2.5,28.1,Student,25.3960° ,"N, 68.3578° E",B+,Zong,Prepaid,Apna Laptop,60.5,167.64,Yes,>3 years ago,Python,No,3,Yes,6,Urbun
1/4/2022 18:06,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,21,Student,33.684422,73.047882,B+,Mobilink,Prepaid,Desktop,50,164,Yes,<3 years ago,Python,No,1,Yes,0,Urbun
1/4/2022 18:06,Male,Pakistan,26-30,Masters,Software Eng.,to boost my skill set,1,28,Employed,29.6,73.14,A+,Zong,Prepaid,Apna Laptop,75,170,No,>3 years ago,Python,Yes,2,Yes,1,Urbun
1/4/2022 18:06,Male,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,2,25,Unemplyed,"31.5204° N, ",74.3587° E,B+,Mobilink,Prepaid,Apna Laptop,67,171,Yes,<3 years ago,Python,No,2,Yes,2,Urbun
1/4/2022 18:06,Male,Pakistan,21-25,Pre-Bachelors,Enginnering,Abhi tak pata nahi,0,21.6,Student,24.942986,67.112179,B+,Telenor,Prepaid,Apna Laptop,68.5,173.5,No,In this chilla,Python,No,3,Yes,0,Urbun
1/4/2022 18:06,Male,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,0.5,22,Student,34,72,B+,Zong,Prepaid,Desktop,60kg,173.7cm,Yes,<3 years ago,Python,No,2,No,2,Rural
1/4/2022 18:06,Male,West,31-35,Masters,Enginnering,Switch my field of study,6,31.5,Student,50.110924,8.682127,B+,International,Postpaid,Apna Laptop,71.5,167.1,No,<3 years ago,Python,No,2,Yes,0,International
1/4/2022 18:06,Male,Pakistan,31-35,Masters,Natural Sciences,Abhi tak pata nahi,6,32,Student,33.1105°,71.0914° E,B-,Zong,Prepaid,Apna Laptop,74,173,No,In this chilla,Julia,No,6,Yes,23 hrs,Rural
1/4/2022 18:06,Male,India,21-25,Masters,CS/IT,Switch my field of study,2022,24,Student,Lucknow,Lucknow,O+,Mobilink,Prepaid,Apna Laptop,55,168,No,In this chilla,Python,No,5,Yes,1,Rural
1/4/2022 18:06,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,7,28,Employed,71,34,O+,Telenor,Prepaid,Apna Laptop,70,178,Yes,In this chilla,R,Yes,4,Yes,3,Rural
1/4/2022 18:06,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,0,27,Student,32.1877,74.1945,A+,Mobilink,Prepaid,Desktop,72,170.688,No,>3 years ago,Python,No,5,Yes,2,Rural
1/4/2022 18:06,Male,West,26-30,Bachelors,Enginnering,Switch my field of study,3,28,Student,40.1859259,29.0807998,B+,International,Prepaid,Apna Laptop,70,180,No,<3 years ago,Python,No,1,Yes,0,International
1/4/2022 18:06,Female,Pakistan,21-25,Masters,Biology,to boost my skill set,1,25,Student,30.3,69.3,A-,Telenor,Prepaid,Desktop,48.2,167.6,No,In this chilla,Python,No,5,No,5,Urbun
1/4/2022 18:06,Male,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,1,26,Employed,33.6844,73.0479,O-,Zong,Prepaid,Apna Laptop,105,186,Yes,>3 years ago,Python,No,1,Yes,0,Urbun
1/4/2022 18:06,Male,Pakistan,31-35,Bachelors,CS/IT,Switch my field of study,8,33,Employed,24.860966,66.9905,O+,U-fone,Prepaid,Apna Laptop,78,173.736,Yes,>3 years ago,Python,Yes,2,Yes,2,Urbun
1/4/2022 18:06,Male,Pakistan,26-30,Masters,Biology,to boost my skill set,2 years,30,Student,69.345116.,35.2,A+,Zong,Prepaid,Apna Laptop,69.5,183.5,No,In this chilla,Python,No,6,Yes,Ni jati,Urbun
1/4/2022 18:06,Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,1,24.1,Student,"33.671145669433194, ",72.98702933,AB+,Mobilink,Prepaid,Apna Laptop,65.8,178,Yes,>3 years ago,Python,No,1,No,0,Rural
1/4/2022 18:06,Male,Pakistan,26-30,Bachelors,Software Eng.,to boost my skill set,4,26,Employed,30.8138,73.4534,O+,Zong,Prepaid,Apna Laptop,68,5.6,No,>3 years ago,Python,No,3,Yes,2,Rural
1/4/2022 18:06,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,0,22,Student,31.49,74.95,A+,U-fone,Prepaid,Apna Laptop,60,176,No,<3 years ago,Python,No,1,Yes,4,Urbun
1/4/2022 18:06,Female,Pakistan,21-25,Bachelors,Software Eng.,Switch my field of study,0,25,Unemplyed,33.7715,72.7511,B+,Zong,Prepaid,Apna Laptop,47.5,150.2,Yes,>3 years ago,Python,No,2,Yes,0,Urbun
1/4/2022 18:06,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,7,33,Student,33.56401,73.15805,B+,Zong,Prepaid,Apna Laptop,85,173.736,Yes,>3 years ago,Python,No,2,Yes,0,Rural
1/4/2022 18:06,Male,Pakistan,16-20,Pre-Bachelors,CS/IT,to boost my skill set,0,19,Student,25.8258,69.3666,B+,Telenor,Prepaid,Apna Laptop,75.5,2.1,Yes,In this chilla,Python,No,4,Yes,9,Rural
1/4/2022 18:06,Male,East,26-30,Bachelors,Natural Sciences,to boost my skill set,5,26,Student,36.66644°N,116.96486°E,B+,International,Prepaid,Apna Laptop,90.2,164.592,No,<3 years ago,Python,No,5,Yes,0,International
1/4/2022 18:06,Male,Pakistan,26-30,Masters,CS/IT,Switch my field of study,3,26,Student,31.48,74.323,A-,Mobilink,Prepaid,Apna Laptop,56.5,175.26,No,>3 years ago,Others,No,1,Yes,2,Urbun
1/4/2022 18:06,Male,Pakistan,26-30,Bachelors,Enginnering,Switch my field of study,1,26,Unemplyed,77.4977 E,27.2046 N,O+,Zong,Prepaid,Apna Laptop,90,188,No,<3 years ago,Python,No,5,No,3,Rural
1/4/2022 18:06,Male,West,31-35,Masters,CS/IT,to boost my skill set,10,34,Student,N 38° 13' 43.071,E 15° 33' 1.018,B+,International,Prepaid,Apna Laptop,70.5,5.9,No,>3 years ago,Python,Yes,1,Yes,NO,International
1/4/2022 18:06,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,2.5,34,Employed,30.37,69.3,B+,Mobilink,Prepaid,Apna Laptop,78.5,155.7528,No,In this chilla,Python,No,3,Yes,2,Urbun
