Timestamp,Gender,Location,Age,Qualification_completed,field_of_study,Purpose_for_chilla,Research/Working experience (Float/Int) years,Age (years)-Float/Int,What are you?,Location coordinates (latitude)-Float,Location coordinates (longitude) (float),Blood group ,Which mobile sim do you use,Prepaid or Postpaid,Which PC are you using?,Your Weight in kg? (float),Height in cm? Freelancer- (Float),Do you wear glasses?,When did you write your first line of code?,Your favorite programming language?,Marital Status?,"How many hours you code a day? (int) e.g: 5,4,3",Are you Vaccinated?,Light kitni der band hti hy? int,Where do you live?
1/4/2022 18:10,Male,East,36-40,Masters,Enginnering,to boost my skill set,3.5,36.5,Student,"39.9042° N,",116.4074° E,O+,International,Prepaid,Desktop,78.5,163.5,Yes,In this chilla,Others,Yes,3,Yes,0,International
1/4/2022 18:10,Female,Pakistan,26-30,PhD,Natural Sciences,to boost my skill set,1.5,29,Employed,31.45 N,73.64  E,B+,U-fone,Prepaid,Apna Laptop,54,161.5,No,In this chilla,Python,No,3,Yes,Marzi hai wapda walon ki,Urbun
1/4/2022 18:10,Male,Pakistan,21-25,Bachelors,Business/Economics,to boost my skill set,3,25,Employed,Karachi,Karachi,B+,Telenor,Prepaid,Apna Laptop,114,6'1,Yes,In this chilla,Others,No,0.5 hours,Yes,Nai hoti,Urbun
1/4/2022 18:10,Female,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,21,Student,28.3111,70.1261,A+,Mobilink,Prepaid,Kisi ka laptop,92.4,164.592,No,In this chilla,Python,No,3,Yes,2,Urbun
1/4/2022 18:10,Male,Pakistan,21-25,Pre-Bachelors,Enginnering,Switch my field of study,0,21,Student,34.0151,71.5249,A-,Mobilink,Postpaid,Apna Laptop,72,175,No,>3 years ago,Python,No,0,Yes,8,Rural
1/4/2022 18:10,Male,Pakistan,31-35,Masters,Others,Abhi tak pata nahi,0,0,Unemplyed,Kpk Dir upper,Kpk Dir upper,B+,Zong,Prepaid,Apna Laptop,51,No,No,In this chilla,Python,Yes,3,Yes,2hrs,Rural
1/4/2022 18:10,Male,West,15-Jan,Pre-Bachelors,CS/IT,to boost my skill set,2 year,11,Student,"39.3999° N, 8.2245° W","39.3999° N, 8.2245° W",A+,International,Prepaid,Apna Laptop,45,137.16,Yes,<3 years ago,Python,No,18 hours,No,Never,International
1/4/2022 18:10,Male,Pakistan,31-35,Masters,Biology,to boost my skill set,6,31,Employed,Karachi,Karachi,A+,U-fone,Prepaid,Apna Laptop,58,170,Yes,In this chilla,Python,Yes,2,Yes,0,Urbun
1/4/2022 18:10,Male,Pakistan,41-45,Masters,CS/IT,to boost my skill set,16.5,43,Employed,33.6323139,73.0510025,B+,Mobilink,Prepaid,Apna Laptop,87,183.1,No,>3 years ago,Python,Yes,3,Yes,2,Urbun
1/4/2022 18:10,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,Switch my field of study,0,22,Student,25.3549,69.7376,A+,Zong,Prepaid,Apna Laptop,49,1.2,No,In this chilla,Python,No,3,Yes,8,Rural
1/4/2022 18:10,Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,0,25,Student,24,67,B-,U-fone,Prepaid,Apna Laptop,64,170.18,No,>3 years ago,Python,No,1,Yes,2,Urbun
1/4/2022 18:10,Male,Pakistan,26-30,Masters,CS/IT,to boost my skill set,2,25,Employed,0,0,B+,Telenor,Prepaid,Desktop,74,"5ft 10""",Yes,>3 years ago,Javascript,No,2,Yes,0,Urbun
1/4/2022 18:10,Male,Pakistan,31-35,Bachelors,Enginnering,to boost my skill set,2,32,Employed,73.45556,72.45568,B+,Zong,Prepaid,Kisi ka laptop,86,88,No,>3 years ago,Python,No,3,Yes,20,Rural
1/4/2022 18:10,Male,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,3 Years,24,Employed,34.6133707,74.943059,AB+,Telenor,Prepaid,Apna Laptop,65,160.4,No,In this chilla,Python,No,3,Yes,1 to 2 hours a day,Rural
1/4/2022 18:11,Male,Pakistan,26-30,Masters,CS/IT,to boost my skill set,1.4 years,25,Employed,27.2046,77.4977,O+,Mobilink,Postpaid,Apna Laptop,82,155.65,Yes,<3 years ago,Python,No,3,Yes,1,Urbun
1/4/2022 18:11,Female,Pakistan,31-35,Masters,Biology,to boost my skill set,4,35,Student,33.626,73.071,A+,Telenor,Prepaid,Apna Laptop,46.9,158.496,No,>3 years ago,Python,No,17,Yes,2,Urbun
1/4/2022 18:11,Female,Pakistan,26-30,Masters,Mathematics,to boost my skill set,2,29,Student,33.771542,72.751091,A+,Telenor,Prepaid,Apna Laptop,50.2,173.7,No,<3 years ago,Python,No,2,Yes,0,Urbun
1/4/2022 18:11,Male,Pakistan,41-45,Masters,Others,to boost my skill set,2,42,Employed,27.2046,77.4977,B+,U-fone,Prepaid,Apna Laptop,70,14.478,Yes,In this chilla,Python,Yes,3,Yes,1,Urbun
1/4/2022 18:11,Female,Pakistan,26-30,Masters,Statistics,to boost my skill set,2,26,Student,27.2,77.49,O+,Zong,Prepaid,Desktop,45,170.68,No,In this chilla,Python,No,2,Yes,3,Rural
1/4/2022 18:11,Female,Pakistan,31-35,Masters,Business/Economics,to boost my skill set,1,34,Student,N 32° 9,E 74° 9.,B+,Mobilink,Prepaid,Apna Laptop,48,1.72,Yes,In this chilla,Python,No,3,Yes,6,Urbun
1/4/2022 18:11,Female,West,21-25,Bachelors,Natural Sciences,Switch my field of study,0,24,Student,38.734802,35.467987,O+,International,Prepaid,Apna Laptop,55,170.18,No,In this chilla,Python,No,4,Yes,0,International
1/4/2022 18:11,Female,Pakistan,31-35,Bachelors,CS/IT,to boost my skill set,5,32,Unemplyed,30.17984,66.974976,A+,Zong,Prepaid,Apna Laptop,54.5,1645.92,No,>3 years ago,Python,No,5,No,2,Urbun
1/4/2022 18:11,Female,Pakistan,26-30,Masters,Business/Economics,Abhi tak pata nahi,0-1,26.5,Employed,73.64 East,31.45 north,A+,Mobilink,Prepaid,Apna Laptop,72,161.2,No,I don't know how to code,Python,No,3-Feb,Yes,4-5hours,Rural
1/4/2022 18:11,Male,India,26-30,Masters,Natural Sciences,to boost my skill set,4,30,Student,"28.7334° N, ",77.2986° E,B+,International,Prepaid,Apna Laptop,61,168,No,In this chilla,Python,No,5,Yes,0,Rural
1/4/2022 18:12,Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,3,32,Employed,33.657832,73.069484,AB+,Telenor,Prepaid,Desktop,55,177.8,No,<3 years ago,Python,Yes,2,Yes,Light nahi jati,Rural
1/4/2022 18:12,Female,Pakistan,26-30,Masters,CS/IT,to boost my skill set,1,27,Unemplyed,0,0,O+,Zong,Prepaid,Apna Laptop,58,167.64,No,>3 years ago,Python,No,3 to 4 hrs,Yes,2,Urbun
1/4/2022 18:12,Female,Pakistan,26-30,Masters,Biology,to boost my skill set,3,26,Unemplyed,31.5204,74.3587,O+,Mobilink,Prepaid,Apna Laptop,88. 8,162.56,No,In this chilla,Python,Yes,4,Yes,2,Urbun
1/4/2022 18:12,Male,Pakistan,31-35,PhD,Natural Sciences,to boost my skill set,2,31,Student,33.66,70.06,B-,U-fone,Prepaid,Apna Laptop,65,172,No,In this chilla,Python,No,2,Yes,4,Urbun
1/4/2022 18:12,Female,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,6,28,Unemplyed,25.396,68.3578,B+,U-fone,Prepaid,Apna Laptop,46,1.6,No,>3 years ago,Others,No,6,Yes,8,Urbun
1/4/2022 18:12,Female,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,0,26,Unemplyed,33.6844,73.0479,O-,U-fone,Postpaid,Apna Laptop,45.5,170.18,No,In this chilla,Python,No,4,Yes,0,Urbun
1/4/2022 18:12,Male,Pakistan,36-40,Masters,CS/IT,to boost my skill set,0 year ,37,Student,"32°57'56.6""N 70°37'24.2""","32°57'56.6""N 70°37'24.2""E",A+,U-fone,Prepaid,Apna Laptop,69.1,70.1,No,In this chilla,Python,Yes,3,Yes,36,Rural
1/4/2022 18:12,Female,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,2.5,26,Student,33.621483,72.997116,O-,U-fone,Prepaid,Apna Laptop,58,162.56,Yes,<3 years ago,Python,No,7,Yes,2,Urbun
1/4/2022 18:12,Male,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,1.5,27.3,Student,31.418,73.079,AB+,U-fone,Prepaid,Apna Laptop,66.5,164.5,No,I don't know how to code,Python,No,1,Yes,0,Rural
1/4/2022 18:12,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,5,29,Student,27.2046,77.4977,B+,Zong,Postpaid,Apna Laptop,92,175,No,<3 years ago,Python,No,2,Yes,5,Urbun
1/4/2022 18:12,Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,2.5,31,Employed,34.080647,71.19869,A+,Mobilink,Prepaid,Apna Laptop,90,14.734,Yes,In this chilla,Python,Yes,5,Yes,72,Rural
1/4/2022 18:12,Female,West,31-35,PhD,CS/IT,to boost my skill set,4.5,37,Unemplyed,"57°42'59.9""N "," 14°08'17.6""E",B+,International,Prepaid,Apna Laptop,65,160,Yes,In this chilla,Python,Yes,3,Yes,6,International
1/4/2022 18:13,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,2,22,Student,30.2,71.45,AB+,Zong,Postpaid,Apna Laptop,31.75,161.9,No,<3 years ago,Python,No,3,No,0,Urbun
1/4/2022 18:13,Male,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,5,26,Employed,28.61,70.65,A+,Telenor,Postpaid,Apna Laptop,65.6,164.4,Yes,In this chilla,Python,Yes,3,Yes,5,Urbun
1/4/2022 18:13,Male,Pakistan,21-25,Bachelors,Natural Sciences,Abhi tak pata nahi,2years,21(years),Student,Layyah,30.96,B+,Mobilink,Postpaid,Apna Laptop,67,167,No,In this chilla,Python,No,6,Yes,Kabi kabi but net slow hota hi jis ki wajh sa bohat peecha hn,Rural
1/4/2022 18:13,Female,Pakistan,21-25,Pre-Bachelors,Business/Economics,Switch my field of study,0,22,Student,24.884082,67.080575,B+,Zong,Prepaid,Apna Laptop,64,160,Yes,In this chilla,Python,Yes,3,Yes,0,Urbun
1/4/2022 18:13,Male,Pakistan,31-35,Masters,Others,Switch my field of study,1,32,Unemplyed,9WM6+RMP Alīpur,9WM6+RMP Alīpur,O+,Mobilink,Prepaid,Kisi ka laptop,58,170,No,In this chilla,Python,Yes,2,Yes,3,Rural
1/4/2022 18:14,Male,West,31-35,Masters,Enginnering,to boost my skill set,10.5,10.5,Employed,55.2744,25.1972,B+,International,Prepaid,Apna Laptop,79.75,182 87,No,>3 years ago,C++,No,1,Yes,0,International
1/4/2022 18:14,Male,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,1 year,27.5,Student,pakistan,pakistan,B+,Zong,Prepaid,Apna Laptop,92,171,No,In this chilla,Python,Yes,3,Yes,6,Urbun
1/4/2022 18:14,Male,Pakistan,31-35,PhD,Biology,Switch my field of study,3,2017,Unemplyed,Swat kpk,Peshawar,B+,Telenor,Prepaid,Apna Laptop,80,5.8,Yes,>3 years ago,Python,Yes,3,Yes,18,Rural
1/4/2022 18:14,Male,Pakistan,26-30,Bachelors,Enginnering,Switch my field of study,Information and communication Engineering in machine learning,25,Employed,34.25128,71.72249,AB+,Zong,Prepaid,Apna Laptop,65,170.688,No,>3 years ago,Python,No,4,Yes,10-15 hours per day,Rural
1/4/2022 18:14,Male,West,26-30,PhD,Natural Sciences,to boost my skill set,5 years,29,Employed,51.812565,5.837226,B+,International,Prepaid,Apna Laptop,65,175,No,In this chilla,Python,No,4,Yes,Never,International
1/4/2022 18:15,Male,West,21-25,Masters,CS/IT,to boost my skill set,1,25,Student,46.0748,11.1217,O+,International,Postpaid,Apna Laptop,75,165,Yes,>3 years ago,Python,No,3,Yes,0,International
1/4/2022 18:15,Male,Pakistan,36-40,Bachelors,CS/IT,to boost my skill set,11.3,40.1,Employed,30.268503,71.497756,A+,Zong,Prepaid,Apna Laptop,86.34,179.83,No,>3 years ago,Python,Yes,1,Yes,3,Urbun
1/4/2022 18:15,Male,Pakistan,41-45,Masters,Software Eng.,to boost my skill set,15,42,Employed,27.2046,77.4977,B+,Mobilink,Prepaid,Apna Laptop,75,170.688,Yes,<3 years ago,C#,Yes,16,Yes,1,Urbun
1/4/2022 18:15,Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,0,22,Student,--,--,B+,Mobilink,Prepaid,Apna Laptop,70,--,No,<3 years ago,Python,No,1,Yes,0,Urbun
1/4/2022 18:15,Male,East,16-20,Pre-Bachelors,Business/Economics,Switch my field of study,('1'),('20'),Student,23.6850° N, 90.3563° E,B+,International,Prepaid,Desktop,('64'),('5.10'),No,I don't know how to code,Python,No,3*,No,12*,Urbun
1/4/2022 18:15,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,0,26,Student,Dnt know,Dnt know,B+,Telenor,Prepaid,Apna Laptop,64,168,No,>3 years ago,Python,Yes,0,Yes,8hrs,Rural
1/4/2022 18:15,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,1,21,Student,24.860966,66.990501,A+,Mobilink,Prepaid,Apna Laptop,52.1,172.72,No,In this chilla,Python,No,3,Yes,5,Rural
1/4/2022 18:16,Male,Pakistan,31-35,PhD,Natural Sciences,to boost my skill set,2,32.7,Employed,29.6902,72.5796,B+,U-fone,Prepaid,Apna Laptop,85.5,168,Yes,In this chilla,Python,Yes,2,Yes,0,Rural
1/4/2022 18:16,Male,Pakistan,21-25,Masters,Mathematics,to boost my skill set,2 years,26,Student,Pakistan,Pakistan,O+,Zong,Prepaid,Apna Laptop,76,1.74,No,In this chilla,Python,No,5,Yes,6 hours,Rural
1/4/2022 18:16,Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,0,21,Student,33.738163,72.798634,A+,Mobilink,Prepaid,Apna Laptop,60,5.8,No,In this chilla,Python,No,3,Yes,1,Rural
1/4/2022 18:16,Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,3,26.5,Employed,33.62702783,73.07534349,AB+,U-fone,Prepaid,Apna Laptop,67.5,185.9,No,<3 years ago,C#,No,1,Yes,0,Urbun
1/4/2022 18:17,Female,Pakistan,31-35,Masters,Business/Economics,to boost my skill set,0,33 years ,Unemplyed,30.268503,71.497756,O+,U-fone,Prepaid,Apna Laptop,80.2 kg ,158.496,Yes,In this chilla,Python,Yes,1,Yes,2 hours ,Urbun
1/4/2022 18:17,Male,Pakistan,26-30,Bachelors,Enginnering,Switch my field of study,5,27,Employed,31.582045,74.329376,B+,U-fone,Prepaid,Apna Laptop,60.5,182.88,Yes,>3 years ago,Python,No,2,Yes,1,Urbun
1/4/2022 18:17,Female,Pakistan,16-20,Pre-Bachelors,Business/Economics,to boost my skill set,No,19,Student,Nhin smjh ai,...,A+,Zong,Prepaid,Kisi ka laptop,60,.,No,In this chilla,Python,No,3,Yes,Hr hour Kay bad,Rural
1/4/2022 18:17,Male,Pakistan,31-35,Masters,Enginnering,Switch my field of study,7,31,Employed,30.183,66.996,A+,Zong,Prepaid,Apna Laptop,60.5,172,Yes,In this chilla,Python,Yes,1,Yes,3,Urbun
1/4/2022 18:18,Male,Pakistan,31-35,Masters,CS/IT,Switch my field of study,5,35,Employed,24.91,67.09,O+,Mobilink,Prepaid,Apna Laptop,78,174,Yes,>3 years ago,C#,No,4,Yes,3,Urbun
1/4/2022 18:18,Male,Pakistan,26-30,Masters,Biology,to boost my skill set,Yes,29,Student,31.4504,73.135,AB+,Mobilink,Prepaid,Apna Laptop,90,180,Yes,In this chilla,Python,No,3,Yes,3hr,Urbun
1/4/2022 18:19,Female,Pakistan,26-30,Bachelors,Business/Economics,to boost my skill set,1.3 years,30,Unemplyed,"33.5651 N, 73.0169 E","33.5651 N, 73.0169 E",B+,Zong,Prepaid,Kisi ka laptop,55.5,13.462,Yes,In this chilla,Python,No,3,Yes,4 hour,Rural
1/4/2022 18:19,Male,Pakistan,26-30,Masters,Biology,to boost my skill set,2,28,Student,North,Latitude ,B+,Telenor,Prepaid,Apna Laptop,70,175.26,No,In this chilla,Python,No,3,Yes,6,Rural
1/4/2022 18:19,Male,Pakistan,31-35,Bachelors,Enginnering,to boost my skill set,7.5,32,Employed,30.96,70.94,B+,U-fone,Prepaid,Apna Laptop,72,170,No,In this chilla,Python,Yes,2,Yes,4,Urbun
1/4/2022 18:21,Male,Pakistan,16-20,Pre-Bachelors,CS/IT,to boost my skill set,0,20,Student,25.360443,68.312129,B+,Zong,Prepaid,Desktop,70.5,167.6,Yes,<3 years ago,Python,No,2,Yes,6 to 8 hours in a day,Urbun
1/4/2022 18:21,Male,Pakistan,26-30,Bachelors,Enginnering,Abhi tak pata nahi,Fresh,24,Student,34.259,71.56,A+,Telenor,Prepaid,Apna Laptop,54,139.5,No,In this chilla,Python,No,3,Yes,18 hours,Urbun
1/4/2022 18:22,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,6.2,29,Unemplyed,30.18,71.49,B+,Mobilink,Prepaid,Kisi ka laptop,66,177.8,No,>3 years ago,Python,No,4,Yes,0,Urbun
1/4/2022 18:22,Male,Pakistan,36-40,Masters,CS/IT,Switch my field of study,5,38,Employed,29.38720795,71.67315717,O+,Mobilink,Prepaid,Apna Laptop,84,5.1,No,<3 years ago,C#,Yes,1,Yes,0,Urbun
1/4/2022 18:22,Male,West,31-35,Masters,Natural Sciences,to boost my skill set,Reconstruction of old images,31,Student,60.38805,5.33186,A+,International,Postpaid,Apna Laptop,63,184,No,<3 years ago,Python,Yes,3,Yes,0,International
1/4/2022 18:23,Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,3,26.6,Unemplyed,31.2966,72.8891,A+,Telenor,Prepaid,Apna Laptop,68.7,178.3,No,<3 years ago,Python,No,2,Yes,0,Rural
1/4/2022 18:23,Male,Pakistan,36-40,Bachelors,Enginnering,Switch my field of study,8,36,Employed,31.51519,74.25726,B+,U-fone,Prepaid,Kisi ka laptop,68.5,182.8,No,In this chilla,Python,Yes,1,Yes,3 hours,Urbun
1/4/2022 18:23,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,3,27,Employed,73.08289,31.38621,A+,Mobilink,Prepaid,Apna Laptop,78,173,No,<3 years ago,SQL,No,1,Yes,4,Urbun
1/4/2022 18:24,Female,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Kuch b ni,23,Unemplyed,Hafizabad ,Hafizabad ,A+,Mobilink,Prepaid,Apna Laptop,50,5.2,No,>3 years ago,C++,No,4,Yes,3,Urbun
1/4/2022 18:24,Male,Pakistan,26-30,Bachelors,Natural Sciences,to boost my skill set,1.5,26,Student,30.3,69.3,O+,Mobilink,Prepaid,Apna Laptop,50,174,No,In this chilla,Python,No,4-Mar,Yes,1 min,Rural
1/4/2022 18:25,Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,3,32,Employed,33.657832,73.069484,AB+,Telenor,Prepaid,Desktop,55,177.8,No,<3 years ago,Python,Yes,1,Yes,5,Rural
1/4/2022 18:25,Male,Pakistan,16-20,Pre-Bachelors,Natural Sciences,to boost my skill set,0,20,Student,31.500993,74.31032,B+,Mobilink,Prepaid,Apna Laptop,64,166,No,<3 years ago,Python,No,3,Yes,4,Rural
1/4/2022 18:26,Male,Pakistan,26-30,Bachelors,Business/Economics,Switch my field of study,1.5,27,Unemplyed,33.657832,73.069484,B+,U-fone,Prepaid,Apna Laptop,67,155. 75,No,In this chilla,Python,No,3,Yes,5,Rural
1/4/2022 18:27,Male,Pakistan,31-35,Bachelors,Business/Economics,Switch my field of study,7,32,Employed,30.2423415,71.4775151,A+,U-fone,Prepaid,Apna Laptop,85,14.732,Yes,In this chilla,Python,Yes,3,No,0,Urbun
1/4/2022 18:28,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,6,29,Unemplyed,30.1814,71.4921,B+,Mobilink,Prepaid,Kisi ka laptop,66.5,177.8,No,>3 years ago,Python,No,5,Yes,0,Urbun
1/4/2022 18:30,Male,Pakistan,21-25,Masters,Enginnering,to boost my skill set,4,25,Student,33.6491 N,73. 0833 E,B+,Zong,Prepaid,Apna Laptop,75,178,Yes,<3 years ago,Python,No,1,Yes,2,Rural
1/4/2022 18:31,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,1,28,Unemplyed,33.639435,73.095397,B+,Zong,Prepaid,Apna Laptop,70,14.478,No,In this chilla,Javascript,No,5,Yes,15 mints,Urbun
1/4/2022 18:31,Female,East,26-30,Bachelors,Software Eng.,to boost my skill set,2,29,Unemplyed,N,E,O+,International,Prepaid,Apna Laptop,82,5,Yes,>3 years ago,Javascript,Yes,2,Yes,7,International
1/4/2022 18:33,Male,West,26-30,Masters,Enginnering,to boost my skill set,1.5,28,Student,61.5240° N,105.3188° E,B+,International,Prepaid,Apna Laptop,85,178,No,>3 years ago,Python,No,4,Yes,0,International
1/4/2022 18:35,Female,Pakistan,21-25,Masters,Others,Switch my field of study,No,22,Unemplyed,East ,Punjab ,B+,U-fone,Prepaid,Kisi ka laptop,48,160,No,In this chilla,Python,No,3,Yes,6 hours ,Urbun
1/4/2022 18:41,Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,0,24,Unemplyed,1,2,A+,Zong,Prepaid,Apna Laptop,60,175,Yes,In this chilla,Python,No,2,Yes,0,Urbun
1/4/2022 18:50,Male,Pakistan,26-30,Masters,Mathematics,to boost my skill set,0.5,30,Student,24.9238423,67.1267552,B+,Telenor,Postpaid,Apna Laptop,75.55,167.65,No,>3 years ago,Python,Yes,10,Yes,4,Urbun
1/4/2022 18:54,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,2,24,Employed,Lahore,lahore,AB-,Mobilink,Prepaid,Apna Laptop,70,5.8 inch,No,<3 years ago,Python,No,3,Yes,1,Rural
1/4/2022 18:55,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,7,28,Employed,71,34,O+,Telenor,Prepaid,Apna Laptop,70.5,178.5,Yes,In this chilla,R,Yes,4,Yes,3,Rural
1/4/2022 18:55,Male,Pakistan,31-35,Bachelors,Enginnering,to boost my skill set,5,33,Employed,33.600538,73.13381,A+,Zong,Postpaid,Apna Laptop,83.4,172.7,Yes,>3 years ago,Python,Yes,1,Yes,1,Urbun
1/4/2022 18:56,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,0,22.8,Employed,33.541195,73.1484287,O+,Mobilink,Prepaid,Apna Laptop,60,1.68,No,>3 years ago,Python,No,0,Yes,0,Urbun
1/4/2022 18:59,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,2,29,Employed,34.0048°,71.5101° ,B-,Mobilink,Prepaid,Apna Laptop,86,180,No,<3 years ago,Python,No,2,No,1,Urbun
1/4/2022 19:02,Female,Pakistan,31-35,Masters,Mathematics,Switch my field of study,3,31,Unemplyed,33.7205,73.0405,B+,Telenor,Prepaid,Apna Laptop,54.5,161.544,Yes,In this chilla,Python,Yes,3,Yes,0,Urbun
